etID  | Late Latin | Old French I | Old French II | Middle French  | Output [REFERENCE]
828    | #pˌɑrˈeklo# | #pˌarˈeʎ# | #pˌarˈɛʎ# | #pˌarˈɛʎ# | #paʁɛj# {GOLD: #paʁej#}
829    | #pˌɑrˈisʝo# | #pˌarˈis# | #pˌarˈis# | #pˌarˈis# | #paʁi# {GOLD: #paʁi#}
830    | #pˈɑrt̪ɛ# | #pˈart̪# | #pˈart̪# | #pˈart̪# | #paʁ# {GOLD: #paʁ#}
831    | #pˈɑrt̪es# | #pˈart͡s# | #pˈars# | #pˈars# | #paʁ# {GOLD: #paʁ#}
832    | #pˌɑrt̪ecˈɛllɑ# | #pˌart͡sʲˈɛlə# | #pˌarsʲˈɛlə# | #pˌarsˈɛlə# | #paʁsɛl# {GOLD: #paʁsɛl#}
833    | #pˈɑsso# | #pˈas# | #pˈas# | #pˈas# | #pa# {GOLD: #pɑ#}
834    | #pˈɑst̪ɑ# | #pˈast̪ə# | #pˈaːt̪ə# | #pˈaːt̪ə# | #pɑt̪# {GOLD: #pɑt̪#}
835    | #pˈɑst̪ɔr# | #pˈast̪rə# | #pˈaːt̪rə# | #pˈaːt̪rə# | #pɑt̪ʁ# {GOLD: #pɑt̪ʁ#}
836    | #pˌɑt̪ˈɛllɑ# | #pˌaðˈɛlə# | #pˌaˈɛlə# | #pˈɛːlə# | #pɛl# {GOLD: #pwal#}
837    | #pˌɑt̪rˈɑst̪ro# | #pˌaðrˈast̪rə# | #pˌarˈaːt̪rə# | #pˌarˈaːt̪rə# | #paʁɑt̪ʁ# {GOLD: #paʁɑt̪ʁ#}
838    | #pˈɑt̪rɛ# | #pˈeːðrə# | #pˈerə# | #pˈerə# | #pɛʁ# {GOLD: #pɛʁ#}
839    | #pˌɑt̪rˈin̪o# | #pˌaðrˈin̪# | #pˌarˈĩn̪# | #pˌarˈẽː# | #paʁɛ̃# {GOLD: #paʁɛ̃#}
840    | #pˈɑwlo# | #pˈɔl# | #pˈu# | #pˈu# | #pu# {GOLD: #pɔl#}
841    | #pˌɑˈon̪ɛ# | #pˌaˈũn̪# | #pˌaˈũn̪# | #pˈãː# | #pɑ̃# {GOLD: #pɑ̃#}
842    | #pˌɑˈorɛ# | #pˌaˈowr# | #pˌəˈør# | #pə̯ˈør# | #pœʁ# {GOLD: #pœʁ#}
843    | #pˈɑwpɛr# | #pˈɔvrə# | #pˈɔvrə# | #pˈoːvrə# | #pɔvʁ# {GOLD: #povʁ#}
844    | #pˈɛd̪ɛ# | #pˈie̯θ# | #pjˈe# | #pjˈe# | #pje# {GOLD: #pje#}
845    | #pˈɛd̪es# | #pˈie̯t͡s# | #pjˈes# | #pjˈes# | #pje# {GOLD: #pje#}
846    | #pˈed̪ekɑ# | #pˈie̯t͡ʃə# | #pjˈeʃə# | #pjˈeʃə# | #pjɛʃ# {GOLD: #pjɛʒ#}
847    | #pˈed̪eko# | #pˈie̯d͡ʒə# | #pjˈeʒə# | #pjˈeʒə# | #pjɛʒ# {GOLD: #pjɛʒ#}
848    | #pˌɛd̪et̪ˈɑlʝɑ# | #pˈie̯t̪ˈaʎə# | #pjˈet̪ˈaʎə# | #pjˈet̪ˈaʎə# | #pjet̪ɑj# {GOLD: #pjɛt̪aj#}
849    | #pˈed̪et̪o# | #pˈet̪# | #pˈet̪# | #pˈet̪# | #pe# {GOLD: #pɛ#}
850    | #pˌɛd̪ˈon̪ɛ# | #pˌəðˈũn̪# | #pˌəˈũn̪# | #pə̯ˈũː# | #pɔ̃# {GOLD: #pjɔ̃#}
851    | #pˌɛd̪ˈoklos# | #pˌəðˈoɫt͡sʲ# | #pˌəˈusʲ# | #pə̯ˈus# | #pu# {GOLD: #pu#}
852    | #pˈɛʝɔr# | #pˈirə# | #pˈirə# | #pˈirə# | #piʁ# {GOLD: #piʁ#}
853    | #pˈɛʝos# | #pˈis# | #pˈis# | #pˈis# | #pi# {GOLD: #pi#}
854    | #pˈɛxt̪en̪ɛ# | #pˈit̪n̪ə# | #pˈit̪n̪ə# | #pˈit̪n̪ə# | #pit̪n̪# {GOLD: #pɛɲ#}
855    | #pˈɛxt̪os# | #pˈit͡s# | #pˈis# | #pˈis# | #pi# {GOLD: #pi#}
856    | #pˈɛllɛ# | #pˈɛl# | #pe̯ˈaw# | #pə̯ˈoː# | #po# {GOLD: #po#}
857    | #pˈɛlles# | #pˈɛɫs# | #pe̯ˈaws# | #pə̯ˈoːs# | #po# {GOLD: #po#}
858    | #pˈɛn̪d̪et̪ɑ# | #pˈɛ̃n̪t̪ə# | #pˈãn̪t̪ə# | #pˈãːt̪ə# | #pɑ̃t̪# {GOLD: #pɑ̃t̪#}
859    | #pˌen̪ecˈɛllo# | #pˌẽj̃n̪t͡sʲˈɛl# | #pˌɛ̃j̃n̪sʲe̯ˈaw# | #pˌɛ̃ːsə̯ˈoː# | #pɛ̃so# {GOLD: #pɛ̃so#}
860    | #pˈeselɛ# | #pˈejzlə# | #pwˈɛlə# | #pwˈɛlə# | #pwal# {GOLD: #pwal#}
861    | #pˈeso# | #pˈejs# | #pwˈɛs# | #pwˈɛs# | #pwa# {GOLD: #pwa#}
862    | #pˌɛr# | #pˌɛr# | #pˌar# | #pˌar# | #paʁ# {GOLD: #paʁ#}
863    | #pˌɛrd̪ˈicɛ# | #pˌɛrd̪ˈit͡sʲ# | #pˌɛrd̪ˈisʲ# | #pˌɛrd̪ˈis# | #pɛʁd̪i# {GOLD: #pɛʁd̪ʁi#}
864    | #pˈɛrd̪et̪ɑ# | #pˈɛrt̪ə# | #pˈɛrt̪ə# | #pˈɛrt̪ə# | #pɛʁt̪# {GOLD: #pɛʁt̪#}
865    | #pˌɛrɛɣrˈin̪o# | #pˌerrˈin̪# | #pˌerˈĩn̪# | #pˌerˈẽː# | #peʁɛ̃# {GOLD: #pɛlʁɛ̃#}
866    | #pˌɛrkɑmˈin̪o# | #pˌɛrt͡ʃəmˈin̪# | #pˌarʃəmˈĩn̪# | #pˌarʃəmˈẽː# | #paʁʃəmɛ̃# {GOLD: #paʁʃəmɛ̃#}
867    | #pˌɛrˈiklo# | #pˌerˈiʎ# | #pˌerˈiʎ# | #pˌerˈiʎ# | #peʁij# {GOLD: #peʁil#}
868    | #pˈɛrkɑ# | #pˈɛrt͡ʃə# | #pˈɛrʃə# | #pˈɛrʃə# | #pɛʁʃ# {GOLD: #pɛʁʃ#}
869    | #pˈɛrn̪olɑ# | #pˈɛrrlə# | #pˈɛrlə# | #pˈɛrlə# | #pɛʁl# {GOLD: #pɛʁl#}
870    | #pˌɛrpɛt̪ˈɑn̪ʝo# | #pˌɛrpəðˈãj̃ɲ# | #pˌarpəˈɛ̃j̃ɲ# | #pˌarpə̯ˈɛ̃ː# | #paʁpɛ̃# {GOLD: #paʁpɛ̃#}
871    | #pˈɛrsɑ# | #pˈɛrsə# | #pˈɛrsə# | #pˈɛrsə# | #pɛʁs# {GOLD: #pɛʁs#}
872    | #pˈɛrsekɑ# | #pˈɛrt͡ʃə# | #pˈɛrʃə# | #pˈɛrʃə# | #pɛʁʃ# {GOLD: #pɛʃ#}
873    | #pˌɛrsˈon̪ɑ# | #pˌɛrsˈũn̪ə# | #pˌɛrsˈũn̪ə# | #pˌɛrsˈũn̪ə# | #pɛʁsɔn̪# {GOLD: #pɛʁsɔn̪#}
874    | #pˈɛrso# | #pˈɛrs# | #pˈɛrs# | #pˈɛrs# | #pɛʁ# {GOLD: #pɛʁ#}
875    | #pˈɛrt̪ekɑ# | #pˈɛrt͡ʃə# | #pˈɛrʃə# | #pˈɛrʃə# | #pɛʁʃ# {GOLD: #pɛʁʃ#}
876    | #pˌɛrt̪esʝˈɑrɛ# | #pˌɛrt͡sʲˈie̯r# | #pˌɛrsʲjˈer# | #pˌɛrsˈer# | #pɛʁse# {GOLD: #pɛʁse#}
877    | #pˌɛrt̪ˈusʝo# | #pˌɛrt̪ˈyjs# | #pˌɛrt̪ˈyjs# | #pˌɛrt̪ˈyjs# | #pɛʁt̪yj# {GOLD: #pɛʁt̪ɥi#}
878    | #pˌɛrβʷˈeŋkɑ# | #pˌɛrvˈẽn̪t͡ʃə# | #pˌɛrvˈãn̪ʃə# | #pˌɛrvˈãːʃə# | #pɛʁvɑ̃ʃ# {GOLD: #pɛʁvɑ̃ʃ#}
879    | #pˈɛssemo# | #pˈɛzmə# | #pˈɛ̃ːmə# | #pˈɛ̃ːmə# | #pɛm# {GOLD: #pɛm#}
880    | #pˈɛt̪rɑ# | #pˈie̯ðrə# | #pjˈerə# | #pjˈerə# | #pjɛʁ# {GOLD: #pjɛʁ#}
881    | #pˈɛt̪ro# | #pˈie̯ðrə# | #pjˈerə# | #pjˈerə# | #pjɛʁ# {GOLD: #pjɛʁ#}
882    | #pˈɛt̪t͡sʲʝɑ# | #pˈie̯t͡sʲə# | #pjˈesʲə# | #pjˈesə# | #pjɛs# {GOLD: #pjɛs#}
883    | #pˈiɑ# | #pˈiə# | #pˈiə# | #pˈiː# | #pi# {GOLD: #pi#}
884    | #pˌixt̪ˈɑt̪ɛ# | #pˌit̪ˈie̯θ# | #pˌit̪jˈe# | #pˌit̪jˈe# | #pit̪je# {GOLD: #pit̪je#}
885    | #pˌeɣrˈet͡sʲʝɑ# | #pˌerˈejzə# | #pˌerwˈɛzə# | #pˌerwˈɛzə# | #peʁwaz# {GOLD: #paʁɛs#}
886    | #pˈilɑ# | #pˈilə# | #pˈilə# | #pˈilə# | #pil# {GOLD: #pil#}
887    | #pˌelˈɔt̪t̪ɑ# | #pˌəlˈɔt̪ə# | #pˌəlˈɔt̪ə# | #pˌəlˈɔt̪ə# | #pəlɔt̪# {GOLD: #pəlɔt̪#}
888    | #pˈikɑ# | #pˈiə# | #pˈiə# | #pˈiː# | #pi# {GOLD: #pi#}
889    | #pˈecɛ# | #pˈejt͡sʲ# | #pwˈɛsʲ# | #pwˈɛs# | #pwa# {GOLD: #pwa#}
890    | #pˌext̪ˈɑn̪es# | #pˌejt̪ˈãn̪s# | #pwˌɛt̪ˈãn̪s# | #pwˌɛt̪ˈãːs# | #pwat̪ɑ̃# {GOLD: #pwat̪je#}
891    | #pˌext̪ˈɑo# | #pˌejt̪ˈɔw# | #pwˌɛt̪ˈu# | #pwˌɛt̪ˈu# | #pwat̪u# {GOLD: #pwat̪u#}
892    | #pˌext̪ɔrˈin̪ɑ# | #pˌejt̪rˈin̪ə# | #pwˌɛt̪rˈĩn̪ə# | #pwˌɛt̪rˈin̪ə# | #pwat̪ʁin̪# {GOLD: #pwat̪ʁin̪#}
893    | #pˌiŋcʝˈon̪ɛ# | #pˌin̪t͡sʲˈũn̪# | #pˌĩn̪sʲˈũn̪# | #pˌẽːsˈũː# | #pɛ̃sɔ̃# {GOLD: #pɛ̃sɔ̃#}
894    | #pˈeŋt̪ɔr# | #pˈẽj̃n̪t̪rə# | #pˈɛ̃j̃n̪t̪rə# | #pˈɛ̃ːt̪rə# | #pɛ̃t̪ʁ# {GOLD: #pɛ̃t̪ʁ#}
895    | #pˈen̪n̪ɑ# | #pˈẽn̪ə# | #pˈãn̪ə# | #pˈãn̪ə# | #pan̪# {GOLD: #pan̪#}
896    | #pˈin̪o# | #pˈin̪# | #pˈĩn̪# | #pˈẽː# | #pɛ̃# {GOLD: #pɛ̃#}
897    | #pˈepɛrɑ# | #pˈejvrə# | #pwˈɛvrə# | #pwˈɛvrə# | #pwavʁ# {GOLD: #pwavʁ#}
898    | #pˌipʝˈon̪ɛ# | #pˌit͡ʃˈũn̪# | #pˌiʃˈũn̪# | #pˌiʃˈũː# | #piʃɔ̃# {GOLD: #piʒɔ̃#}
899    | #pˈerɑ# | #pˈejrə# | #pwˈɛrə# | #pwˈɛrə# | #pwaʁ# {GOLD: #pwaʁ#}
900    | #pˌeskɑt̪ˈorɛ# | #pˌest͡ʃəðˈowr# | #pˌeʃəˈør# | #pˌeʃə̯ˈør# | #peʃœʁ# {GOLD: #pɛʃœʁ#}
901    | #pˌescʝˈon̪ɛ# | #pˌejsˈũn̪# | #pwˌɛsˈũn̪# | #pwˌɛsˈũː# | #pwasɔ̃# {GOLD: #pwasɔ̃#}
902    | #pˌest̪rˈin̪o# | #pˌest̪rˈin̪# | #pˌet̪rˈĩn̪# | #pˌet̪rˈẽː# | #pet̪ʁɛ̃# {GOLD: #pet̪ʁɛ̃#}
903    | #pˈeso# | #pˈejs# | #pwˈɛs# | #pwˈɛs# | #pwa# {GOLD: #pwa#}
904    | #pˌet̪t̪ˈit̪o# | #pˌət̪ˈiθ# | #pˌət̪ˈi# | #pˌət̪ˈi# | #pət̪i# {GOLD: #pət̪i#}
905    | #pˈeos# | #pˈews# | #pˈøs# | #pˈøs# | #pø# {GOLD: #pjø#}
906    | #plˈɑɣɑ# | #plˈajə# | #plˈajə# | #plˈɛː# | #plɛ# {GOLD: #plɛ#}
907    | #plˌɑcˈerɛ# | #plˌajd͡zʲˈir# | #plˌɛzʲˈir# | #plˌɛzˈir# | #pleziʁ# {GOLD: #pleziʁ#}
908    | #plˈɑxt̪o# | #plˈajt̪# | #plˈɛt̪# | #plˈɛt̪# | #plɛ# {GOLD: #plɛ#}
909    | #plˌɑket̪ˈɑrɛ# | #plˌajd̪ʲˈie̯r# | #plˌɛd̪ʲjˈer# | #plˌɛd̪ˈer# | #pled̪e# {GOLD: #plɛd̪e#}
910    | #plˈɑn̪o# | #plˈãj̃n̪# | #plˈɛ̃j̃n̪# | #plˈɛ̃ː# | #plɛ̃# {GOLD: #plɛ̃#}
911    | #plˈɑŋɟɛrɛ# | #plˈãj̃n̪d̪rə# | #plˈɛ̃j̃n̪d̪rə# | #plˈɛ̃ːd̪rə# | #plɛ̃d̪ʁ# {GOLD: #plɛ̃d̪ʁ#}
912    | #plˈɑn̪t̪ɑ# | #plˈãn̪t̪ə# | #plˈãn̪t̪ə# | #plˈãːt̪ə# | #plɑ̃t̪# {GOLD: #plɑ̃t̪#}
913    | #plˌɑn̪t̪ˈɑɡn̪ɛ# | #plˌãn̪t̪ˈãj̃n̪# | #plˌãn̪t̪ˈɛ̃j̃n̪# | #plˌãːt̪ˈɛ̃ː# | #plɑ̃t̪ɛ̃# {GOLD: #plɑ̃t̪ɛ̃#}
914    | #plˌɑn̪t͡sʲʝˈon̪ɛ# | #plˌãn̪t͡sʲˈũn̪# | #plˌãn̪sʲˈũn̪# | #plˌãːsˈũː# | #plɑ̃sɔ̃# {GOLD: #plɑ̃sɔ̃#}
915    | #plˈɑt̪t̪ɑ# | #plˈat̪ə# | #plˈat̪ə# | #plˈat̪ə# | #plat̪# {GOLD: #plat̪#}
916    | #plˈɑt̪t̪ɑs# | #plˈat̪əs# | #plˈat̪əs# | #plˈat̪ə# | #plat̪# {GOLD: #plat̪#}
917    | #plˈɑt̪t̪os# | #plˈat͡s# | #plˈas# | #plˈas# | #pla# {GOLD: #pla#}
918    | #plˈɑt̪t̪o# | #plˈat̪# | #plˈat̪# | #plˈat̪# | #pla# {GOLD: #pla#}
919    | #plˈɑt̪t͡sʲʝɑ# | #plˈat͡sʲə# | #plˈasʲə# | #plˈasə# | #plɑs# {GOLD: #plas#}
920    | #plˈɛbʝo# | #plˈɛd͡ʒə# | #plˈɛʒə# | #plˈɛʒə# | #plɛʒ# {GOLD: #plɛʒ#}
921    | #plˈen̪ɑ# | #plˈẽj̃n̪ə# | #plˈɛ̃j̃n̪ə# | #plˈɛ̃n̪ə# | #plɛn̪# {GOLD: #plɛn̪#}
922    | #plˌen̪ˈɑrʝɑ# | #plˌən̪ˈie̯rə# | #plˌən̪jˈerə# | #plˌən̪jˈerə# | #plen̪jɛʁ# {GOLD: #plen̪jɛʁ#}
923    | #plˌen̪ˈɑrʝo# | #plˌən̪ˈie̯r# | #plˌən̪jˈer# | #plˌən̪jˈer# | #plen̪je# {GOLD: #plen̪je#}
924    | #plˈen̪o# | #plˈẽj̃n̪# | #plˈɛ̃j̃n̪# | #plˈɛ̃ː# | #plɛ̃# {GOLD: #plɛ̃#}
925    | #plˈekɑt̪# | #plˈejəθ# | #plwˈɛə# | #plwˈɛː# | #plwa# {GOLD: #plwa#}
926    | #plˈɔʝɑ# | #plˈyjə# | #plˈyjə# | #plˈyj# | #plyj# {GOLD: #plɥi#}
927    | #plˈumɑ# | #plˈymə# | #plˈỹmə# | #plˈymə# | #plym# {GOLD: #plym#}
928    | #plˌombekˈɑrɛ# | #plˌũmd͡ʒˈie̯r# | #plˌũn̪ʒjˈer# | #plˌũːʒˈer# | #plɔ̃ʒe# {GOLD: #plɔ̃ʒe#}
929    | #plˌombʝˈon̪ɛ# | #plˌũmd͡ʒˈũn̪# | #plˌũn̪ʒˈũn̪# | #plˌũːʒˈũː# | #plɔ̃ʒɔ̃# {GOLD: #plɔ̃ʒɔ̃#}
930    | #plˈombo# | #plˈũmp# | #plˈũn̪p# | #plˈũːp# | #plɔ̃# {GOLD: #plɔ̃#}
931    | #plˈus# | #plˈys# | #plˈys# | #plˈys# | #ply# {GOLD: #ply#}
932    | #plˌusʝˈores# | #plˌyjzˈors# | #plˌyjzˈurs# | #plˌyjzˈurs# | #plyjzuʁ# {GOLD: #plyzjœʁ#}
933    | #pˈɔʝʝo# | #pˈyj# | #pˈyj# | #pˈyj# | #pyj# {GOLD: #pɥi#}
934    | #pˈen̪ɑ# | #pˈẽj̃n̪ə# | #pˈɛ̃j̃n̪ə# | #pˈɛ̃n̪ə# | #pɛn̪# {GOLD: #pɛn̪#}
935    | #pˈɔllecɛ# | #pˈɔɫt͡sʲə# | #pˈusʲə# | #pˈusə# | #pus# {GOLD: #pus#}
936    | #pˈomɑ# | #pˈũmə# | #pˈũmə# | #pˈũmə# | #pɔm# {GOLD: #pɔm#}
937    | #pˈɔn̪rɛ# | #pˈũn̪d̪rə# | #pˈũn̪d̪rə# | #pˈũːd̪rə# | #pɔ̃d̪ʁ# {GOLD: #pɔ̃d̪ʁ#}
938    | #pˈon̪t̪ɛ# | #pˈũn̪t̪# | #pˈũn̪t̪# | #pˈũːt̪# | #pɔ̃# {GOLD: #pɔ̃#}
939    | #pˈɔrkos# | #pˈɔrs# | #pˈɔrs# | #pˈɔrs# | #pɔʁ# {GOLD: #pɔʁ#}
940    | #pˈɔrko# | #pˈɔrk# | #pˈɔrk# | #pˈɔrk# | #pɔʁ# {GOLD: #pɔʁ#}
941    | #pˈɔrt̪ɑ# | #pˈɔrt̪ə# | #pˈɔrt̪ə# | #pˈɔrt̪ə# | #pɔʁt̪# {GOLD: #pɔʁt̪#}
942    | #pˌɔrt̪ˈɑrɛ# | #pˌɔrt̪ˈeːr# | #pˌɔrt̪ˈer# | #pˌɔrt̪ˈer# | #pɔʁt̪e# {GOLD: #pɔʁt̪e#}
943    | #pˈɔrt̪ɑt̪# | #pˈɔrt̪əθ# | #pˈɔrt̪ə# | #pˈɔrt̪ə# | #pɔʁt̪# {GOLD: #pɔʁt̪#}
944    | #pˌɔrt̪ɑt̪ˈorɛ# | #pˌɔrt̪əðˈowr# | #pˌɔrt̪əˈør# | #pˌɔrt̪ə̯ˈør# | #pɔʁt̪œʁ# {GOLD: #pɔʁt̪œʁ#}
945    | #pˈɔrt̪eko# | #pˈɔrt͡ʃə# | #pˈɔrʃə# | #pˈɔrʃə# | #pɔʁʃ# {GOLD: #pɔʁʃ#}
946    | #pˌɔst̪ˈɛllo# | #pˌɔst̪ˈɛl# | #pˌɔːt̪e̯ˈaw# | #pˌoːt̪ə̯ˈoː# | #pot̪o# {GOLD: #pot̪o#}
947    | #pˌot͡sʲʝˈon̪ɛ# | #pˌojzˈũn̪# | #pwˌɛzˈũn̪# | #pwˌɛzˈũː# | #pwazɔ̃# {GOLD: #pwazɔ̃#}
948    | #pˈɔst͡sʲʝo# | #pˈyjs# | #pˈyjs# | #pˈyjs# | #pyj# {GOLD: #pɥi#}
949    | #pˈɔt̪ɛt̪# | #pˈye̯t̪# | #pˈøt̪# | #pˈøt̪# | #pø# {GOLD: #pø#}
950    | #prˌɛ# | #prˌɛ# | #prˌɛ# | #prˌɛ# | #pʁɛ# {GOLD: #pʁe#}
951    | #prˌɛd̪ekˈɑrɛ# | #prˌɛt͡ʃˈie̯r# | #prˌɛʃjˈer# | #prˌɛʃˈer# | #pʁɛʃe# {GOLD: #pʁɛʃe#}
952    | #prˌɛd̪ekɑt̪ˈorɛ# | #prˌɛt͡ʃəðˈowr# | #prˌɛʃəˈør# | #prˌɛʃə̯ˈør# | #pʁɛʃœʁ# {GOLD: #pʁɛʃœʁ#}
953    | #prˌɛpˈɔset̪o# | #prˌəvˈɔst̪# | #prˌəvˈoːt̪# | #prˌəvˈoːt̪# | #pʁəvo# {GOLD: #pʁevo#}
954    | #prˈɛst̪ɑ# | #prˈɛst̪ə# | #prˈɛːt̪ə# | #prˈɛːt̪ə# | #pʁɛt̪# {GOLD: #pʁɛt̪#}
955    | #prˌɛst̪ˈɑrɛ# | #prˌɛst̪ˈeːr# | #prˌɛːt̪ˈer# | #prˌɛːt̪ˈer# | #pʁɛt̪e# {GOLD: #pʁɛt̪e#}
956    | #prˈɛst̪o# | #prˈɛst̪# | #prˈɛːt̪# | #prˈɛːt̪# | #pʁɛ# {GOLD: #pʁɛ#}
957    | #prˈɑt̪o# | #prˈeːθ# | #prˈe# | #prˈe# | #pʁe# {GOLD: #pʁe#}
958    | #prˈen̪d̪ɛrɛ# | #prˈẽn̪d̪rə# | #prˈãn̪d̪rə# | #prˈãːd̪rə# | #pʁɑ̃d̪ʁ# {GOLD: #pʁɑ̃d̪ʁ#}
959    | #prˌesʝˈon̪ɛ# | #prˌizˈũn̪# | #prˌizˈũn̪# | #prˌizˈũː# | #pʁizɔ̃# {GOLD: #pʁizɔ̃#}
960    | #prˈɛsbet̪ɛr# | #prˈɛst̪rə# | #prˈɛːt̪rə# | #prˈɛːt̪rə# | #pʁɛt̪ʁ# {GOLD: #pʁɛt̪ʁ#}
961    | #prˈɛssɑ# | #prˈɛsə# | #prˈɛsə# | #prˈɛsə# | #pʁɛs# {GOLD: #pʁɛs#}
962    | #prˈɛssɛ# | #prˈɛs# | #prˈɛs# | #prˈɛs# | #pʁɛ# {GOLD: #pʁɛ#}
963    | #prˌɛssˈɑrɛ# | #prˌɛsˈeːr# | #prˌɛsˈer# | #prˌɛsˈer# | #pʁɛse# {GOLD: #pʁɛse#}
964    | #prˌɛt͡sʲʝˈɑrɛ# | #prˌid͡zʲˈie̯r# | #prˌizʲjˈer# | #prˌizˈer# | #pʁize# {GOLD: #pʁize#}
965    | #prˈɛt͡sʲʝo# | #prˈit͡sʲ# | #prˈisʲ# | #prˈis# | #pʁi# {GOLD: #pʁi#}
966    | #prˈimɑ# | #prˈimə# | #prˈĩmə# | #prˈimə# | #pʁim# {GOLD: #pʁim#}
967    | #prˌemˈɑrʝɑ# | #prˌəmˈie̯rə# | #prˌəmjˈerə# | #prˌəmjˈerə# | #pʁəmjɛʁ# {GOLD: #pʁəmjɛʁ#}
968    | #prˌemˈɑrʝo# | #prˌəmˈie̯r# | #prˌəmjˈer# | #prˌəmjˈer# | #pʁəmje# {GOLD: #pʁəmje#}
969    | #prˌiβʷˈɑt̪o# | #prˌivˈeːθ# | #prˌivˈe# | #prˌivˈe# | #pʁive# {GOLD: #pʁive#}
970    | #prˈod̪ɛ# | #prˈowθ# | #prˈø# | #prˈø# | #pʁø# {GOLD: #pʁu#}
971    | #prˈod̪es# | #prˈowt͡s# | #prˈøs# | #prˈøs# | #pʁø# {GOLD: #pʁø#}
972    | #prˌɔpʝˈɑn̪o# | #prˌɔt͡ʃˈãj̃n̪# | #prˌɔʃˈɛ̃j̃n̪# | #prˌɔʃˈɛ̃ː# | #pʁɔʃɛ̃# {GOLD: #pʁɔʃɛ̃#}
973    | #prˈot̪ero# | #prˈoðn̪ə# | #prˈõːn̪ə# | #prˈõːn̪ə# | #pʁon̪# {GOLD: #pʁon̪#}
974    | #prˈun̪ɑ# | #prˈyn̪ə# | #prˈỹn̪ə# | #prˈyn̪ə# | #pʁyn̪# {GOLD: #pʁyn̪#}
975    | #pˈoŋn̪os# | #pˈũj̃n̪t͡sʲ# | #pwˈĩn̪sʲ# | #pwˈɛ̃ːs# | #pwɛ̃# {GOLD: #pwɛ̃#}
976    | #pˈoŋn̪o# | #pˈũj̃ɲ# | #pwˈĩɲ# | #pwˈɛ̃ː# | #pwɛ̃# {GOLD: #pwɛ̃#}
977    | #pˈolʝɑ# | #pˈoʎə# | #pˈuʎə# | #pˈuʎə# | #puj# {GOLD: #puj#}
978    | #pˈulecɛ# | #pˈyɫt͡sʲə# | #pˈysʲə# | #pˈysə# | #pys# {GOLD: #pys#}
979    | #pˌulecˈɛllɑ# | #pˌyɫt͡sʲˈɛlə# | #pˌysʲˈɛlə# | #pˌysˈɛlə# | #pysɛl# {GOLD: #pysɛl#}
980    | #pˈollɑ# | #pˈolə# | #pˈulə# | #pˈulə# | #pul# {GOLD: #pul#}
981    | #pˌollˈɑmɛ# | #pˌolˈãj̃n̪# | #pˌulˈɛ̃j̃n̪# | #pˌulˈɛ̃ː# | #pulɛ̃# {GOLD: #pulɛ̃#}
982    | #pˌollecˈen̪o# | #pˌoɫt͡sʲˈin̪# | #pˌusʲˈĩn̪# | #pˌusˈẽː# | #pusɛ̃# {GOLD: #pusɛ̃#}
983    | #pˌoɫmˈon̪ɛ# | #pˌoɫmˈũn̪# | #pˌũmˈũn̪# | #pˌũmˈũː# | #pɔmɔ̃# {GOLD: #pumɔ̃#}
984    | #pˌoɫsˈɑrɛ# | #pˌoɫsˈeːr# | #pˌusˈer# | #pˌusˈer# | #puse# {GOLD: #puse#}
985    | #pˈoɫβʷɛrɛ# | #pˈoɫd̪rə# | #pˈud̪rə# | #pˈud̪rə# | #pud̪ʁ# {GOLD: #pud̪ʁ#}
986    | #pˈumecɛ# | #pˈymt͡sʲə# | #pˈỹn̪sʲə# | #pˈỹːsə# | #pœ̃s# {GOLD: #pɔ̃s#}
987    | #pˈoŋɟɛrɛ# | #pˈũj̃n̪d̪rə# | #pwˈĩn̪d̪rə# | #pwˈɛ̃ːd̪rə# | #pwɛ̃d̪ʁ# {GOLD: #pwɛ̃d̪ʁ#}
988    | #pˈoŋt̪ɑ# | #pˈũj̃n̪t̪ə# | #pwˈĩn̪t̪ə# | #pwˈɛ̃ːt̪ə# | #pwɛ̃t̪# {GOLD: #pwɛ̃t̪#}
989    | #pˌoŋt͡sʲʝˈon̪ɛ# | #pˌũj̃n̪t͡sʲˈũn̪# | #pwˌĩn̪sʲˈũn̪# | #pwˌɛ̃ːsˈũː# | #pwɛ̃sɔ̃# {GOLD: #pwɛ̃sɔ̃#}
990    | #pˈoŋt̪o# | #pˈũj̃n̪t̪# | #pwˈĩn̪t̪# | #pwˈɛ̃ːt̪# | #pwɛ̃# {GOLD: #pwɛ̃#}
991    | #pˌoŋt̪ˈurɑ# | #pˌũj̃n̪t̪ˈyrə# | #pwˌĩn̪t̪ˈyrə# | #pwˌɛ̃ːt̪ˈyrə# | #pwɛ̃t̪yʁ# {GOLD: #pwɛ̃t̪yʁ#}
992    | #pˈurɑ# | #pˈyrə# | #pˈyrə# | #pˈyrə# | #pyʁ# {GOLD: #pyʁ#}
993    | #pˌurɡˈɑrɛ# | #pˌyrd͡ʒˈie̯r# | #pˌyrʒjˈer# | #pˌyrʒˈer# | #pyʁʒe# {GOLD: #pyʁʒe#}
994    | #pˈuro# | #pˈyr# | #pˈyr# | #pˈyr# | #pyʁ# {GOLD: #pyʁ#}
995    | #pˈorpporɑ# | #pˈorprə# | #pˈurprə# | #pˈurprə# | #puʁpʁ# {GOLD: #puʁpʁ#}
996    | #pˌoppˈɑt̪ɑ# | #pˌopˈeːðə# | #pˌupˈeə# | #pˌupˈeː# | #pupe# {GOLD: #pupe#}
