etID  | Input | Late Latin | Old French I | Old French II | Middle French  | Output {GOLD}
129    | #bˈɑrrɑm# | *#bˈɑrrɑ# | *#bˈarrə# | *#bˈarə# | *#bˈarə# | *#baʁ# {GOLD: #baʁ#}
130    | #bˌɑsiˈɑːre# | *#bˌɑsʝˈɑrɛ# | *#bˌajzʲˈie̯r# | *#bˌɛzʲjˈer# | *#bˌɛzˈer# | *#bɛze# {GOLD: #bɛze#}
131    | #bˈɑssɑm# | *#bˈɑssɑ# | *#bˈasə# | *#bˈaːsə# | *#bˈaːsə# | *#bɑs# {GOLD: #bɑs#}
132    | #bˌɑssiˈɑːre# | *#bˌɑssʝˈɑrɛ# | *#bˌajsʲˈie̯r# | *#bˌɛsʲjˈer# | *#bˌɛsˈer# | *#bɛse# {GOLD: #bɛse#}
133    | #bˈɑssum# | *#bˈɑsso# | *#bˈas# | *#bˈaːs# | *#bˈaːs# | *#bɑ# {GOLD: #bɑ#}
134    | #bˌɑst̪ˈiːre# | *#bˌɑst̪ˈirɛ# | *#bˌast̪ˈir# | *#bˌaːt̪ˈir# | *#bˌaːt̪ˈir# | *#bɑt̪iʁ# {GOLD: #bɑt̪iʁ#}
135    | #bˌɑst̪ˈoːn̪em# | *#bˌɑst̪ˈon̪ɛ# | *#bˌast̪ˈũn̪# | *#bˌaːt̪ˈũn̪# | *#bˌaːt̪ˈũː# | *#bɑt̪ɔ̃# {GOLD: #bɑt̪ɔ̃#}
136    | #bˌɑt̪t̪uˈɑːliɑ# | *#bˌɑt̪t̪wˈɑlʝɑ# | *#bˌat̪ˈaʎə# | *#bˌat̪ˈaʎə# | *#bˌat̪ˈaʎə# | *#bat̪ɑj# {GOLD: #bat̪ɑj#}
137    | #bˈɑt̪t̪uere# | *#bˈɑt̪t̪wɛrɛ# | *#bˈat̪rə# | *#bˈat̪rə# | *#bˈat̪rə# | *#bat̪ʁ# {GOLD: #bat̪ʁ#}
138    | #bˈɑwɑm# | *#bˈɑwɑ# | *#bˈɔwə# | *#bˈuə# | *#bˈuː# | *#bu# {GOLD: #bu#}
139    | #bˈekkum# | *#bˈɛkko# | *#bˈɛk# | *#bˈɛk# | *#bˈɛk# | *#bɛk# {GOLD: #bɛk#}
140    | #bˈellɑm# | *#bˈɛllɑ# | *#bˈɛlə# | *#bˈɛlə# | *#bˈɛlə# | *#bɛl# {GOLD: #bɛl#}
141    | #bˈellɑːs# | *#bˈɛllɑs# | *#bˈɛləs# | *#bˈɛləs# | *#bˈɛlə# | *#bɛl# {GOLD: #bɛl#}
142    | #bˌellit̪ˈɑːt̪em# | *#bˌɛllet̪ˈɑt̪ɛ# | *#bˌɛɫt̪ˈeːθ# | *#be̯ˌawt̪ˈe# | *#bə̯ˌoːt̪ˈe# | *#bot̪e# {GOLD: #bot̪e#}
143    | #bˈelloːs# | *#bˈɛllos# | *#bˈɛɫs# | *#be̯ˈaws# | *#bə̯ˈoːs# | *#bo# {GOLD: #bo#}
144    | #bˈellum# | *#bˈɛllo# | *#bˈɛl# | *#be̯ˈaw# | *#bə̯ˈoː# | *#bo# {GOLD: #bo#}
145    | #bˈen̪e# | *#bˈɛn̪ɛ# | *#bˈie̯n̪# | *#bjˈẽn̪# | *#bjˈẽː# | *#bjɛ̃# {GOLD: #bjɛ̃#}
146    | #bˌen̪ed̪ˈikt̪um# | *#bˌɛn̪ɛd̪ˈext̪o# | *#bˌən̪ˈejt̪# | *#bˌən̪wˈɛt̪# | *#bˌən̪wˈɛt̪# | *#bən̪wa# {GOLD: #bən̪wa#}
147    | #bˈen̪n̪ɑm# | *#bˈɛn̪n̪ɑ# | *#bˈɛ̃n̪ə# | *#bˈãn̪ə# | *#bˈãn̪ə# | *#ban̪# {GOLD: #ban̪#}
148    | #bˌerbˈiːkem# | *#bˌɛrbˈicɛ# | *#bˌɛrbˈit͡sʲ# | *#bˌɛrbˈisʲ# | *#bˌɛrbˈis# | *#bɛʁbi# {GOLD: #bʁəbi#}
149    | #bˈerulɑm# | *#bˈɛrlɑ# | *#bˈɛrlə# | *#bˈɛrlə# | *#bˈɛrlə# | *#bɛʁl# {GOLD: #bɛʁl#}
150    | #bˈest̪iɑ# | *#bˈɛst͡sʲʝɑ# | *#bˈisə# | *#bˈiːsə# | *#bˈiːsə# | *#bis# {GOLD: #bis#}
151    | #bˈiːlium# | *#bˈilʝo# | *#bˈiʎ# | *#bˈiʎ# | *#bˈiʎ# | *#bij# {GOLD: #bij#}
152    | #blˈɑn̪kɑm# | *#blˈɑŋkɑ# | *#blˈãn̪t͡ʃə# | *#blˈãn̪ʃə# | *#blˈãːʃə# | *#blɑ̃ʃ# {GOLD: #blɑ̃ʃ#}
153    | #blˈɑn̪koːs# | *#blˈɑŋkos# | *#blˈãn̪s# | *#blˈãn̪s# | *#blˈãːs# | *#blɑ̃# {GOLD: #blɑ̃#}
154    | #blˈɑn̪kum# | *#blˈɑŋko# | *#blˈãŋk# | *#blˈãŋk# | *#blˈãːk# | *#blɑ̃# {GOLD: #blɑ̃#}
155    | #bˌombit̪ˈiːre# | *#bˌɔmbet̪ˈirɛ# | *#bˌũmd̪ˈir# | *#bˌũn̪d̪ˈir# | *#bˌũːd̪ˈir# | *#bɔ̃d̪iʁ# {GOLD: #bɔ̃d̪iʁ#}
156    | #bˌon̪it̪ˈɑːt̪em# | *#bˌɔn̪et̪ˈɑt̪ɛ# | *#bˌũn̪t̪ˈeːθ# | *#bˌũn̪t̪ˈe# | *#bˌũːt̪ˈe# | *#bɔ̃t̪e# {GOLD: #bɔ̃t̪e#}
157    | #bˌon̪ˈoːn̪iɑm# | *#bˌɔn̪ˈon̪ʝɑ# | *#bˌũn̪ˈũɲə# | *#bˌũn̪ˈũɲə# | *#bˌũn̪ˈũɲə# | *#bɔn̪ɔɲ# {GOLD: #bulɔɲ#}
158    | #bˌon̪um# | *#bˌɔn̪o# | *#bˌũn̪# | *#bˌũn̪# | *#bˌũː# | *#bɔ̃# {GOLD: #bɔ̃#}
159    | #bˌot̪ˈelloːs# | *#bˌɔt̪ˈɛllos# | *#bˌoðˈɛɫs# | *#bwˌɛjˈaws# | *#bwˌɛjˈoːs# | *#bwajo# {GOLD: #bwajo#}
160    | #bˌot̪ˈellum# | *#bˌɔt̪ˈɛllo# | *#bˌoðˈɛl# | *#bwˌɛjˈaw# | *#bwˌɛjˈoː# | *#bwajo# {GOLD: #bwajo#}
161    | #bˈowem# | *#bˈɔβʷɛ# | *#bˈye̯f# | *#bˈøf# | *#bˈøf# | *#bœf# {GOLD: #bœf#}
162    | #bˈowes# | *#bˈɔβʷɛs# | *#bˈye̯s# | *#bˈøːs# | *#bˈøːs# | *#bø# {GOLD: #bø#}
163    | #brˈɑːkɑm# | *#brˈɑkɑ# | *#brˈajə# | *#brˈajə# | *#brˈɛː# | *#bʁɛ# {GOLD: #bʁɛ#}
164    | #brˈɑkʰiɑm# | *#brˈɑccʝɑ# | *#brˈat͡sʲə# | *#brˈasʲə# | *#brˈasə# | *#bʁas# {GOLD: #bʁas#}
165    | #brˈɑkʰium# | *#brˈɑccʝo# | *#brˈat͡sʲ# | *#brˈasʲ# | *#brˈas# | *#bʁa# {GOLD: #bʁɑ#}
166    | #brˈɑn̪d̪um# | *#brˈɑn̪d̪o# | *#brˈãn̪t̪# | *#brˈãn̪t̪# | *#brˈãːt̪# | *#bʁɑ̃# {GOLD: #bʁɑ̃#}
167    | #brˈɑn̪kɑm# | *#brˈɑŋkɑ# | *#brˈãn̪t͡ʃə# | *#brˈãn̪ʃə# | *#brˈãːʃə# | *#bʁɑ̃ʃ# {GOLD: #bʁɑ̃ʃ#}
168    | #brˈɑsɑm# | *#brˈɑsɑ# | *#brˈeːzə# | *#brˈezə# | *#brˈezə# | *#bʁɛz# {GOLD: #bʁɛz#}
169    | #brˈen̪n̪um# | *#brˈɛn̪n̪o# | *#brˈɛ̃n̪# | *#brˈãn̪# | *#brˈãː# | *#bʁɑ̃# {GOLD: #bʁɑ̃#}
170    | #brˈewem# | *#brˈɛβʷɛ# | *#brˈie̯f# | *#brjˈef# | *#brjˈef# | *#bʁjɛf# {GOLD: #bʁɛf#}
171    | #brˈiːn̪um# | *#brˈin̪o# | *#brˈin̪# | *#brˈĩn̪# | *#brˈẽː# | *#bʁɛ̃# {GOLD: #bʁɛ̃#}
172    | #brˌit̪t̪ˈɑn̪iɑm# | *#brˌet̪t̪ˈɑn̪ʝɑ# | *#brˌət̪ˈãɲə# | *#brˌət̪ˈãɲə# | *#brˌət̪ˈãɲə# | *#bʁət̪aɲ# {GOLD: #bʁət̪aɲ#}
173    | #brˈoɡilum# | *#brˈɔɡlo# | *#brˈye̯ʎ# | *#brˈøʎ# | *#brˈøʎ# | *#bʁœj# {GOLD: #bʁœj#}
174    | #brˌuːkˈɑriɑm# | *#brˌukˈɑrʝɑ# | *#brˌyjˈie̯rə# | *#brɥˌijˈerə# | *#brɥˌijˈerə# | *#bʁɥijɛʁ# {GOLD: #bʁɥijɛʁ#}
175    | #bˈukkɑm# | *#bˈokkɑ# | *#bˈot͡ʃə# | *#bˈuʃə# | *#bˈuʃə# | *#buʃ# {GOLD: #buʃ#}
176    | #bˈuksit̪ɑm# | *#bˈoxset̪ɑ# | *#bˈojst̪ə# | *#bwˈɛːt̪ə# | *#bwˈɛːt̪ə# | *#bwat̪# {GOLD: #bwat̪#}
177    | #bˈulɡɑm# | *#bˈoɫɡɑ# | *#bˈoɫd͡ʒə# | *#bˈuʒə# | *#bˈuʒə# | *#buʒ# {GOLD: #buʒ#}
178    | #bˌullikˈɑːre# | *#bˌollekˈɑrɛ# | *#bˌoɫd͡ʒˈie̯r# | *#bˌuʒjˈer# | *#bˌuʒˈer# | *#buʒe# {GOLD: #buʒe#}
179    | #bˌulliˈen̪t̪em# | *#bˌollʝˈɛn̪t̪ɛ# | *#bˌoʎˈɛ̃n̪t̪# | *#bˌuʎˈãn̪t̪# | *#bˌuʎˈãːt̪# | *#bujɑ̃# {GOLD: #bujɑ̃#}
180    | #bˈun̪d̪ɑm# | *#bˈon̪d̪ɑ# | *#bˈũn̪d̪ə# | *#bˈũn̪d̪ə# | *#bˈũːd̪ə# | *#bɔ̃d̪# {GOLD: #bɔ̃d̪#}
181    | #bˈurɡum# | *#bˈorɡo# | *#bˈork# | *#bˈurk# | *#bˈurk# | *#buʁ# {GOLD: #buʁ#}
182    | #bˌurriˈoːn̪em# | *#bˌorrʝˈon̪ɛ# | *#bˌord͡ʒˈũn̪# | *#bˌurʒˈũn̪# | *#bˌurʒˈũː# | *#buʁʒɔ̃# {GOLD: #buʁʒɔ̃#}
183    | #bˈut̪in̪ɑm# | *#bˈot̪en̪ɑ# | *#bˈoðn̪ə# | *#bˈɔrn̪ə# | *#bˈɔrn̪ə# | *#bɔʁn̪# {GOLD: #bɔʁn̪#}
184    | #d̪ˈɑːmum# | *#d̪ˈɑmo# | *#d̪ˈãj̃n̪# | *#d̪ˈɛ̃j̃n̪# | *#d̪ˈɛ̃ː# | *#d̪ɛ̃# {GOLD: #d̪ɛ̃#}
185    | #d̪ˈɑrd̪um# | *#d̪ˈɑrd̪o# | *#d̪ˈart̪# | *#d̪ˈart̪# | *#d̪ˈart̪# | *#d̪aʁ# {GOLD: #d̪aʁ#}
186    | #d̪ˌeːbˈeːre# | *#d̪ˌeβˈerɛ# | *#d̪ˌəvˈojr# | *#d̪ˌəvwˈɛr# | *#d̪ˌəvwˈɛr# | *#d̪əvwaʁ# {GOLD: #d̪əvwaʁ#}
187    | #d̪ˈeːben̪t̪# | *#d̪ˈeβɛn̪t̪# | *#d̪ˈejvən̪t̪# | *#d̪wˈɛvət̪# | *#d̪wˈɛvə# | *#d̪wav# {GOLD: #d̪wav#}
188    | #d̪ˈeːbet̪# | *#d̪ˈeβɛt̪# | *#d̪ˈet̪# | *#d̪ˈet̪# | *#d̪ˈet̪# | *#d̪e# {GOLD: #d̪wa#}
189    | #d̪ˈeːbit̪ɑ# | *#d̪ˈeβet̪ɑ# | *#d̪ˈet̪ə# | *#d̪ˈɛt̪ə# | *#d̪ˈɛt̪ə# | *#d̪ɛt̪# {GOLD: #d̪ɛt̪#}
190    | #d̪ˌeˈin̪t̪us# | *#d̪ˌɛˈen̪t̪os# | *#d̪ˌəˈẽn̪t͡s# | *#d̪ˌəˈãn̪s# | *#d̪ˈãːs# | *#d̪ɑ̃# {GOLD: #d̪ɑ̃#}
191    | #d̪ˌelfˈiːn̪um# | *#d̪ˌɛɫfˈin̪o# | *#d̪ˌɛɫfˈin̪# | *#d̪e̯ˌawfˈĩn̪# | *#d̪ə̯ˌoːfˈẽː# | *#d̪ofɛ̃# {GOLD: #d̪ofɛ̃#}
192    | #d̪ˌekˈɑːn̪um# | *#d̪ˌɛkˈɑn̪o# | *#d̪ˌejˈie̯n̪# | *#d̪wˌɛjˈẽn̪# | *#d̪wˌɛjˈẽː# | *#d̪wajɛ̃# {GOLD: #d̪wajɛ̃#}
193    | #d̪ˈekimum# | *#d̪ˈɛcemo# | *#d̪ˈit͡sʲmə# | *#d̪ˈiːmə# | *#d̪ˈiːmə# | *#d̪im# {GOLD: #d̪im#}
194    | #d̪ˌemˈɑːn̪e# | *#d̪ˌɛmˈɑn̪ɛ# | *#d̪ˌəmˈãj̃n̪# | *#d̪ˌəmˈɛ̃j̃n̪# | *#d̪ˌəmˈɛ̃ː# | *#d̪əmɛ̃# {GOLD: #d̪əmɛ̃#}
195    | #d̪ˌen̪ɑrˈɑːt̪ɑ# | *#d̪ˌɛn̪ɑrˈɑt̪ɑ# | *#d̪ˌən̪ərˈeːðə# | *#d̪ˌən̪ərˈeə# | *#d̪ˌən̪rˈeː# | *#d̪ən̪ʁe# {GOLD: #d̪ɑ̃ʁe#}
196    | #d̪ˈen̪t̪em# | *#d̪ˈɛn̪t̪ɛ# | *#d̪ˈɛ̃n̪t̪# | *#d̪ˈãn̪t̪# | *#d̪ˈãːt̪# | *#d̪ɑ̃# {GOLD: #d̪ɑ̃#}
197    | #d̪ˈerbit̪ɑːrum# | *#d̪ˈɛrbet̪ɑro# | *#d̪ˈɛrt̪rə# | *#d̪ˈɛrt̪rə# | *#d̪ˈɛrt̪rə# | *#d̪ɛʁt̪ʁ# {GOLD: #d̪aʁt̪ʁ#}
198    | #d̪ˌeːrˈet̪roː# | *#d̪ˌerˈɛt̪ro# | *#d̪ˌerˈie̯ðrə# | *#d̪ˌɛrjˈerə# | *#d̪ˌɛrjˈerə# | *#d̪ɛʁjɛʁ# {GOLD: #d̪ɛʁjɛʁ#}
199    | #d̪ˌeːsˈuːrsum# | *#d̪ˌesˈuso# | *#d̪ˌəzˈys# | *#d̪ˌəzˈyːs# | *#d̪ˌəzˈyːs# | *#d̪əzy# {GOLD: #d̪əsy#}
200    | #d̪ˈeum# | *#d̪ˈɛo# | *#d̪ˈie̯w# | *#d̪jˈø# | *#d̪jˈø# | *#d̪jø# {GOLD: #d̪jø#}
201    | #d̪eːˈun̪d̪e# | *#d̪eˈon̪d̪ɛ# | *#d̪ˈũn̪t̪# | *#d̪ˈũn̪t̪# | *#d̪ˈũːt̪# | *#d̪ɔ̃# {GOLD: #d̪ɔ̃#}
202    | #d̪ˌiːd̪omˈin̪ikɑ# | *#d̪ˌid̪ɔmˈen̪ekɑ# | *#d̪ˌiðmˈẽn̪d͡ʒə# | *#d̪ˌĩmˈãn̪ʒə# | *#d̪ˌimˈãːʒə# | *#d̪imɑ̃ʒ# {GOLD: #d̪imɑ̃ʃ#}
203    | #d̪ˈiɡit̪um# | *#d̪ˈeʝet̪o# | *#d̪ˈejθ# | *#d̪wˈɛ# | *#d̪wˈɛ# | *#d̪wa# {GOLD: #d̪wa#}
204    | #d̪ˌimˈed̪ium# | *#d̪ˌemˈɛʝʝo# | *#d̪ˌəmˈi# | *#d̪ˌəmˈi# | *#d̪ˌəmˈi# | *#d̪əmi# {GOLD: #d̪əmi#}
205    | #d̪iːrˈekt̪ɑm# | *#d̪irˈɛxt̪ɑ# | *#d̪rˈit̪ə# | *#d̪rˈit̪ə# | *#d̪rˈit̪ə# | *#d̪ʁit̪# {GOLD: #d̪ʁwat̪#}
206    | #d̪iːrˈekt̪um# | *#d̪irˈɛxt̪o# | *#d̪rˈit̪# | *#d̪rˈit̪# | *#d̪rˈit̪# | *#d̪ʁi# {GOLD: #d̪ʁwa#}
207    | #d̪ˌisiuːn̪ˈɑːre# | *#d̪ˌesʝen̪ˈɑrɛ# | *#d̪ˌizn̪ˈie̯r# | *#d̪ˌĩːn̪jˈer# | *#d̪ˌiːn̪jˈer# | *#d̪in̪je# {GOLD: #d̪in̪e#}
208    | #d̪ˌisˈoːrd̪in̪em# | *#d̪ˌesˈord̪en̪ɛ# | *#d̪ˌəzˈord̪rə# | *#d̪ˌəzˈɔrd̪rə# | *#d̪ˌəzˈɔrd̪rə# | *#d̪əzɔʁd̪ʁ# {GOLD: #d̪ezɔʁd̪ʁ#}
209    | #d̪iˌurn̪ˈɑːt̪ɑm# | *#ɟʝˌorn̪ˈɑt̪ɑ# | *#d͡ʒˌorn̪ˈeːðə# | *#ʒˌurn̪ˈeə# | *#ʒˌurn̪ˈeː# | *#ʒuʁn̪e# {GOLD: #ʒuʁn̪e#}
210    | #d̪iˈurn̪oːs# | *#ɟʝˈorn̪os# | *#d͡ʒˈors# | *#ʒˈurs# | *#ʒˈurs# | *#ʒuʁ# {GOLD: #ʒuʁ#}
211    | #d̪ˌiːwˈiːn̪um# | *#d̪ˌiβʷˈin̪o# | *#d̪ˌəvˈin̪# | *#d̪ˌəvˈĩn̪# | *#d̪ˌəvˈẽː# | *#d̪əvɛ̃# {GOLD: #d̪əvɛ̃#}
212    | #d̪ˌiːβiˈoːn̪em# | *#d̪ˌiβʝˈon̪ɛ# | *#d̪ˌid͡ʒˈũn̪# | *#d̪ˌiʒˈũn̪# | *#d̪ˌiʒˈũː# | *#d̪iʒɔ̃# {GOLD: #d̪iʒɔ̃#}
213    | #d̪ˌolˈoːrem# | *#d̪ˌɔlˈorɛ# | *#d̪ˌolˈowr# | *#d̪ˌulˈør# | *#d̪ˌulˈør# | *#d̪ulœʁ# {GOLD: #d̪ulœʁ#}
214    | #d̪ˈolum# | *#d̪ˈɔlo# | *#d̪ˈye̯l# | *#d̪ˈøl# | *#d̪ˈøl# | *#d̪œl# {GOLD: #d̪œj#}
215    | #d̪ˈomin̪ɑm# | *#d̪ˈɔmen̪ɑ# | *#d̪ˈũmə# | *#d̪ˈũmə# | *#d̪ˈũmə# | *#d̪ɔm# {GOLD: #d̪am#}
216    | #d̪ˌomn̪iˈɑːrium# | *#d̪ˌɔmn̪ʝˈɑrʝo# | *#d̪ˌũmd͡ʒˈie̯r# | *#d̪ˌũn̪ʒjˈer# | *#d̪ˌũːʒˈer# | *#d̪ɔ̃ʒe# {GOLD: #d̪ɑ̃ʒe#}
217    | #d̪ˌomn̪iˈoːn̪em# | *#d̪ˌɔmn̪ʝˈon̪ɛ# | *#d̪ˌũmd͡ʒˈũn̪# | *#d̪ˌũn̪ʒˈũn̪# | *#d̪ˌũːʒˈũː# | *#d̪ɔ̃ʒɔ̃# {GOLD: #d̪ɔ̃ʒɔ̃#}
218    | #d̪ˌomn̪ikˈellɑm# | *#d̪ˌɔmn̪ecˈɛllɑ# | *#d̪ˌũmejzˈɛlə# | *#d̪ˌũmwɛzˈɛlə# | *#d̪ˌũmwɛzˈɛlə# | *#d̪ɔmwazɛl# {GOLD: #d̪əmwazɛl#}
219    | #d̪ˈoːɡɑ# | *#d̪ˈoɣɑ# | *#d̪ˈuvə# | *#d̪ˈuvə# | *#d̪ˈuvə# | *#d̪uv# {GOLD: #d̪uv#}
220    | #d̪ˌoːn̪ˈɑːre# | *#d̪ˌon̪ˈɑrɛ# | *#d̪ˌũn̪ˈeːr# | *#d̪ˌũn̪ˈer# | *#d̪ˌũn̪ˈer# | *#d̪ɔn̪e# {GOLD: #d̪ɔn̪e#}
221    | #d̪ˈoːn̪ɑt̪# | *#d̪ˈon̪ɑt̪# | *#d̪ˈũn̪əθ# | *#d̪ˈũn̪ə# | *#d̪ˈũn̪ə# | *#d̪ɔn̪# {GOLD: #d̪ɔn̪#}
222    | #d̪ˈoːn̪um# | *#d̪ˈon̪o# | *#d̪ˈũn̪# | *#d̪ˈũn̪# | *#d̪ˈũː# | *#d̪ɔ̃# {GOLD: #d̪ɔ̃#}
223    | #d̪ˌormˈiːre# | *#d̪ˌɔrmˈirɛ# | *#d̪ˌormˈir# | *#d̪ˌurmˈir# | *#d̪ˌurmˈir# | *#d̪uʁmiʁ# {GOLD: #d̪ɔʁmiʁ#}
224    | #d̪ˈormit̪# | *#d̪ˈɔrmet̪# | *#d̪ˈɔrt̪# | *#d̪ˈɔrt̪# | *#d̪ˈɔrt̪# | *#d̪ɔʁ# {GOLD: #d̪ɔʁ#}
225    | #d̪ˌormiːt̪ˈoːrium# | *#d̪ˌɔrmit̪ˈorʝo# | *#d̪ˌɔrt̪ˈojr# | *#d̪ˌɔrt̪wˈɛr# | *#d̪ˌɔrt̪wˈɛr# | *#d̪ɔʁt̪waʁ# {GOLD: #d̪ɔʁt̪waʁ#}
226    | #d̪ˈorsum# | *#d̪ˈɔrso# | *#d̪ˈɔrs# | *#d̪ˈɔrs# | *#d̪ˈɔrs# | *#d̪ɔʁ# {GOLD: #d̪o#}
227    | #d̪rˈɑppoːs# | *#d̪rˈɑppos# | *#d̪rˈas# | *#d̪rˈaːs# | *#d̪rˈaːs# | *#d̪ʁɑ# {GOLD: #d̪ʁa#}
228    | #d̪rˈɑppum# | *#d̪rˈɑppo# | *#d̪rˈap# | *#d̪rˈap# | *#d̪rˈap# | *#d̪ʁa# {GOLD: #d̪ʁa#}
229    | #d̪ˈubit̪um# | *#d̪ˈoβet̪o# | *#d̪ˈot̪ə# | *#d̪ˈut̪ə# | *#d̪ˈut̪ə# | *#d̪ut̪# {GOLD: #d̪ut̪#}
230    | #d̪ˈulkiɑm# | *#d̪ˈoɫcʝɑ# | *#d̪ˈoɫt͡sʲə# | *#d̪ˈusʲə# | *#d̪ˈusə# | *#d̪us# {GOLD: #d̪us#}
231    | #d̪ˈulkium# | *#d̪ˈoɫcʝo# | *#d̪ˈoɫt͡sʲ# | *#d̪ˈusʲ# | *#d̪ˈus# | *#d̪u# {GOLD: #d̪u#}
232    | #d̪uˈoːs# | *#d̪wˈos# | *#d̪ˈows# | *#d̪ˈøːs# | *#d̪ˈøːs# | *#d̪ø# {GOLD: #d̪ø#}
233    | #d̪ˈuplum# | *#d̪ˈoplo# | *#d̪ˈublə# | *#d̪ˈublə# | *#d̪ˈublə# | *#d̪ubl# {GOLD: #d̪ubl#}
234    | #d̪ˈuːrɑm# | *#d̪ˈurɑ# | *#d̪ˈyrə# | *#d̪ˈyrə# | *#d̪ˈyrə# | *#d̪yʁ# {GOLD: #d̪yʁ#}
235    | #d̪ˈuːrɑːs# | *#d̪ˈurɑs# | *#d̪ˈyrəs# | *#d̪ˈyrəs# | *#d̪ˈyrə# | *#d̪yʁ# {GOLD: #d̪yʁ#}
236    | #d̪ˈuːroːs# | *#d̪ˈuros# | *#d̪ˈyrs# | *#d̪ˈyrs# | *#d̪ˈyrs# | *#d̪yʁ# {GOLD: #d̪yʁ#}
237    | #d̪ˈuːrum# | *#d̪ˈuro# | *#d̪ˈyr# | *#d̪ˈyr# | *#d̪ˈyr# | *#d̪yʁ# {GOLD: #d̪yʁ#}
238    | #ˈebrium# | *#ˈɛβrʝo# | *#ˈivrə# | *#ˈivrə# | *#ˈivrə# | *#ivʁ# {GOLD: #ivʁ#}
239    | #ˌeɡoː# | *#ˌɛɣo# | *#ˌɛ# | *#ˌɛ# | *#ˌɛ# | *#ɛ# {GOLD: #ʒə#}
240    | #ekkehˌɑk# | *#ɛccʝˌɑk# | *#t͡sʲˌa# | *#sʲˌa# | *#sˌa# | *#sa# {GOLD: #sa#}
241    | #ekkehˌiːk# | *#ɛccʝˌik# | *#t͡sʲˌi# | *#sʲˌi# | *#sˌi# | *#si# {GOLD: #si#}
242    | #ekkehˌok# | *#ɛccʝˌɔk# | *#t͡sʲˌo# | *#sʲˌu# | *#sˌu# | *#su# {GOLD: #sə#}
243    | #ekkeˌillɑ# | *#ɛccʝˌellɑ# | *#t͡sʲˌɛlə# | *#sʲˌɛlə# | *#sˌɛlə# | *#sɛl# {GOLD: #sɛl#}
244    | #ekkeˌillɑːs# | *#ɛccʝˌellɑs# | *#t͡sʲˌɛləs# | *#sʲˌɛləs# | *#sˌɛlə# | *#sɛl# {GOLD: #sɛl#}
245    | #ekkeˌilloːs# | *#ɛccʝˌellos# | *#t͡sʲˌeɫs# | *#sʲˌøs# | *#sˌøs# | *#sø# {GOLD: #sø#}
246    | #ekkeˌillum# | *#ɛccʝˌello# | *#t͡sʲˌel# | *#sʲˌø# | *#sˌø# | *#sø# {GOLD: #sə#}
247    | #ekkeˌist̪ɑm# | *#ɛccʝˌest̪ɑ# | *#t͡sʲˌest̪ə# | *#sʲˌet̪ə# | *#sˌet̪ə# | *#sɛt̪# {GOLD: #sɛt̪#}
248    | #ekkeˌist̪um# | *#ɛccʝˌest̪o# | *#t͡sʲˌest̪# | *#sʲˌet̪# | *#sˌet̪# | *#se# {GOLD: #sə#}
249    | #ekkeˌist̪oːs# | *#ɛccʝˌest̪os# | *#t͡sʲˌet͡s# | *#sʲˌes# | *#sˌes# | *#se# {GOLD: #se#}
250    | #ˌeksˌae̯kwˈɑːre# | *#ˌɛxsˌɛkwˈɑrɛ# | *#ˌesˌejvˈeːr# | *#ˌeswˌɛvˈer# | *#ˌeswˌɛvˈer# | *#eswave# {GOLD: #esəve#}
251    | #ˌeksˈɑɡium# | *#ˌɛxsˈɑʝʝo# | *#ˌesˈaj# | *#ˌesˈɛ# | *#ˌesˈɛ# | *#esɛ# {GOLD: #esɛ#}
252    | #ˌeksˌɑkwˈɑːre# | *#ˌɛxsˌɑkwˈɑrɛ# | *#ˌesˌajvˈeːr# | *#ˌesˌɛvˈer# | *#ˌesˌɛvˈer# | *#esɛve# {GOLD: #esave#}
253    | #ˌeksˌɑlt̪iˈɑːre# | *#ˌɛxsˌɑɫt͡sʲʝˈɑrɛ# | *#ˌesˌaɫt͡sʲˈie̯r# | *#ˌesˌawsʲjˈer# | *#ˌesˌoːsˈer# | *#esose# {GOLD: #esose#}
254    | #ˌeksˈɑːmen̪# | *#ˌɛxsˈɑmɛ# | *#ˌesˈãj̃n̪# | *#ˌesˈɛ̃j̃n̪# | *#ˌesˈɛ̃ː# | *#esɛ̃# {GOLD: #esɛ̃#}
255    | #ˌeksˌɑwrˈɑːre# | *#ˌɛxsˌɑwrˈɑrɛ# | *#ˌesˌɔrˈeːr# | *#ˌesˌɔrˈer# | *#ˌesˌɔrˈer# | *#esɔʁe# {GOLD: #esɔʁe#}
256    | #ˌeksfrˌuːkt̪ˈɑːre# | *#ˌɛsfrˌuxt̪ˈɑrɛ# | *#ˌezfrˌyjt̪ʲˈie̯r# | *#ˌefrɥˌit̪ʲjˈer# | *#ˌefrˌit̪ˈer# | *#efʁit̪e# {GOLD: #efʁit̪e#}
257    | #ˌekslˌɑːrikˈɑːre# | *#ˌɛslˌɑrekˈɑrɛ# | *#ˌezlˌard͡ʒˈie̯r# | *#ˌəlˌarʒjˈer# | *#ˌəlˌarʒˈer# | *#əlaʁʒe# {GOLD: #eklaʁʒe#}
258    | #ˌekskˌɑmbiˈɑːre# | *#ˌɛskˌɑmbʝˈɑrɛ# | *#ˌest͡ʃˌãmd͡ʒˈie̯r# | *#ˌeʃˌãn̪ʒjˈer# | *#ˌeʃˌãːʒˈer# | *#eʃɑ̃ʒe# {GOLD: #eʃɑ̃ʒe#}
